"Id_Encuesta","Id_Encuestado","LOCALIDAD","P1.1 Rango de edad","ESTRATO","P1. ¿Cuántos años tiene? (ENC: ANOTE LA EDAD EXACTA Y TAMBIEN SELECCIONE EL RANGO)","P2","P6","P7","P106","P102","PERCEPCION","P109","P111","P112","P117_1","P117_2","P117_3","P121","P122","P123","P447_1","P447_2","P447_3","P447_4","P447_5","P447_6","P128","P203","P204_A","P204_B","P204_C","P204_D","P204_E","P204_F","P204_G","P204_H","P204_I","P204_J","P204_K","P204_L","P204_M","P204_N","P204_O","P204_P","P204_Q","P204_R","P238_1","P238_2","P238_3","P214_1","P214_2","P214_3","P214_4","P214_5","P214_6","P214_7","P214_8","P214_9","P214_10","P214_11","P214_12","P214_13","P214_14","P214_15","P214_16","P214_17","P214_18","P206_1","P206_2","P206_3","P206_4","P206_5","P206_6","P206_7","P206_8","P206_9","P206_10","P206_11","P206_12","P206_13","P206_14","P206_15","P206_16","P206_17","P206_18","P209_1","P209_2","P209_3","P209_4","P209_5","P209_6","P209_7","P209_8","P209_9","P209_10","P209_11","P209_12","P209_13","P209_14","P209_15","P209_16","P209_17","P209_18","P204_1_1_A","P204_1_1_B","P204_1_1_C","P204_1_1_D","P204_1_1_E","P204_1_1_F","P204_1_1_G","P207","P208","P208_A","P208_B","P208_C...116","P208_C...117","P208_E","P208_F","P208_O","P208_OTRO","P230","P233","P234","P234_A","P234_B","P234_C","P234_D","P234_E","P234_F","P234_G","P234_H","P234_I","P234_K","P234_L","P234_M","P234_N","P234_O","P234_P","P234_Q","P234_R","P234_S","P234_T","P234_U","P234_V","P304","P305","P308","P310_1","P310_2","P311.1. Decisiones de libertad (medidas de aseguramiento, detención domiciliaria, medida intramural y prisión domiciliaria)","P450_A","P450_B","P450_C","P450_D","P450_E","P405","P407","P407_A","P407_B","P407_C","P407_1","P412_A","P412_B","P412_C","P412_D","P412_E","P412_F","P417","P418","P421","P444.","CLAVE","FEX"
"o   020SEG_Percepción_y_Victimización_en_Bogotá",3225,NA,"De 36 a 45 años",NA,40,"Jefe(a)","Independiente","Masculino","Ha Aumentado","Inseguro","1","Puentes peatonales","Muy Inseguro","8. Hurtos (atraco, cosquilleo, raponazo)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)","Hurto a residencias","Violencia Intrafamiliar","No","No","6. Por la escasez de policía","Si","No Aplica","Si","Si","No","Si","Experiencias de familiares","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Si","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Regular","No",NA,"Acabar con la corrupción en
la policía","Aumentar la inversión social","3. Ni bueno ni malo","2. Malo","2. Malo","2. Malo","3. Ni bueno ni malo","2. Malo","No Sabe",NA,NA,NA,NA,"De vez en cuando en el mes",NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA
"o   020SEG_Percepción_y_Victimización_en_Bogotá",3226,NA,"Más de 55 años",NA,58,"Jefe(a)","Independiente","Femenino","Ha Aumentado","Seguro","1","Puentes peatonales","Muy Inseguro","6. Capacidad de respuesta de las autoridades (dificultades para denunciar y escasa presencia institucional)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)","Trata de personas ","Feminicidio (Asesinato de mujeres)","No","No","4. Por la corrupción","Si","No","No","No Aplica","No","No","Noticieros de televisión","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Regular","Si","1. Muy Mala","Aumentar el pie de fuerza de
la policía","Aumentar la inversión social","1. Muy Malo","1. Muy Malo","1. Muy Malo","1. Muy Malo","1. Muy Malo","4. Bueno","No Sabe",NA,NA,NA,NA,"De vez en cuando en el mes",NA,NA,NA,NA,NA,NA,"Si",2,"1 Muy Mal","No",NA,NA
"o   020SEG_Percepción_y_Victimización_en_Bogotá",3227,NA,"Más de 55 años",NA,57,"Jefe(a)","Hogar","Femenino","Ha Aumentado","Inseguro","1","Potreros","Inseguro","2. Presencia de personas vulnerables en el sistema (habitantes de calle, vendedores informales)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)","Violencia contra la mujer (física, psicológica o económica)","Venta de drogas","Si","No","1. Por la inestabilidad social (vandalismo, asonadas)","Si","Si","Si","No Aplica","Si","Si","Noticieros de televisión","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Regular","No",NA,"Construir más cárceles","Mejorar la justicia","3. Ni bueno ni malo","2. Malo","3. Ni bueno ni malo","3. Ni bueno ni malo","4. Bueno","3. Regular","Si sabe",NA,"No","No","Si","De vez en cuando en el mes",NA,NA,NA,NA,NA,NA,"No",NA,NA,"Si",NA,NA
"o   020SEG_Percepción_y_Victimización_en_Bogotá",3228,NA,"De 26 a 35 años",NA,27,"Esposo(a) o compañero(a)","Hogar","Femenino","Ha Aumentado","Seguro","1","Paraderos","Muy Inseguro","8. Hurtos (atraco, cosquilleo, raponazo)","Feminicidio (Asesinato de mujeres)","Hurto a personas (Atraco,
cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)","Hurto a residencias","Si","No","1. Por la inestabilidad social (vandalismo, asonadas)","No","No","No","No Aplica","No","No","Experiencia personal","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Si","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No tuve relación","No",NA,"Acabar con la corrupción en
la policía","Aumentar el pie de fuerza de
la policía","1. Muy Malo","1. Muy Malo","1. Muy Malo","1. Muy Malo","1. Muy Malo","3. Regular","No Sabe",NA,NA,NA,NA,"Todos los días",NA,NA,NA,NA,NA,NA,"Si",1,"3 Ni bien ni mal","No",NA,NA
"o   020SEG_Percepción_y_Victimización_en_Bogotá",3229,NA,"De 26 a 35 años",NA,27,"Hijo(a) o Hijastro(a)","Independiente","Femenino","Ha Aumentado","Inseguro","1","Paraderos","Inseguro","6. Capacidad de respuesta de las autoridades (dificultades para denunciar y escasa presencia institucional)","Vandalismo","Violencia Intrafamiliar","Desplazamiento forzado","Si","No","4. Por la corrupción","No","Si","Si","Si","Si","Si","Redes sociales (Twiter, Facebook, Grupos de Whatsapp)","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Regular","No",NA,"Acabar con la corrupción en
la policía","Generar políticas de reactivación económica","1. Muy Malo","1. Muy Malo","1. Muy Malo","1. Muy Malo","1. Muy Malo","1. Pésimo","No Sabe",NA,NA,NA,NA,"De vez en cuando en el mes",NA,NA,NA,NA,NA,NA,"No",NA,NA,"Si",NA,NA
"o   020SEG_Percepción_y_Victimización_en_Bogotá",3230,NA,"De 26 a 35 años",NA,8,"Hijo(a) o Hijastro(a)","Empleado","Masculino","Ha Aumentado","Seguro","1","Puentes peatonales","Inseguro","6. Capacidad de respuesta de las autoridades (dificultades para denunciar y escasa presencia institucional)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)","Hurto de vehículos (o alguna de sus partes)","Venta de drogas","No","Si",NA,NA,NA,NA,NA,NA,NA,"Radio","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No tuve relación","No",NA,"Acabar con la corrupción en
la policía","Generar políticas de reactivación económica","1. Muy Malo","1. Muy Malo","1. Muy Malo","1. Muy Malo","1. Muy Malo","3. Regular","No Sabe",NA,NA,NA,NA,"Algunos días de la semana",NA,NA,NA,NA,NA,NA,"Si",2,"3 Ni bien ni mal","No",NA,NA
"o   020SEG_Percepción_y_Victimización_en_Bogotá",3231,NA,"De 26 a 35 años",NA,32,"Esposo(a) o compañero(a)","Independiente","Femenino","Ha Aumentado","Seguro","0","Puentes peatonales","Ni seguro ni inseguro",NA,"Venta de drogas","Violencia contra la mujer (física, psicológica o económica)","Hurto a personas (Atraco,
cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)","Si","Si",NA,NA,NA,NA,NA,NA,NA,"Redes sociales (Twiter, Facebook, Grupos de Whatsapp)","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Si","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bueno","No",NA,"Acabar con la corrupción en
la policía","Aumentar la inversión social","3. Ni bueno ni malo","3. Ni bueno ni malo","2. Malo","3. Ni bueno ni malo","3. Ni bueno ni malo","3. Regular","No Sabe",NA,NA,NA,NA,"Todos los días",NA,NA,NA,NA,NA,NA,"Si",1,"1 Muy Mal","No",NA,NA
"o   020SEG_Percepción_y_Victimización_en_Bogotá",3232,NA,"De 46 a 55 años",NA,47,"Jefe(a)","Empleado","Femenino","Ha disminuido","Seguro","0","Puentes peatonales","Inseguro","4. Espacios abandonados o deteriorados cerca de estaciones","Vandalismo","Violencia Intrafamiliar","Venta de drogas","Si","Si",NA,NA,NA,NA,NA,NA,NA,"Páginas oficiales en internet (Alcaldía, Fiscalía, Policía, Medicina legal)","Si","Si","No","No","No","No","Si","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atraco","No","No","No","No","No","Sí","Arma de fuego","Billetera Celular","Sí","Sí","No","No","No","No","No",NA,"No","Si",NA,"No","Si","No","No","No","Si","No","Si","No","No","Si","No","No","Si","Si","No","No","Si","No","No","No","Regular","No",NA,"Generar políticas de reactivación económica","Aumentar las penas","3. Ni bueno ni malo","3. Ni bueno ni malo","3. Ni bueno ni malo","3. Ni bueno ni malo","4. Bueno","3. Regular","No Sabe",NA,NA,NA,NA,"Algunos días de la semana",NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA
"o   020SEG_Percepción_y_Victimización_en_Bogotá",3233,NA,"De 36 a 45 años",NA,45,"Jefe(a)","Independiente","Masculino","Ha Aumentado","Inseguro","1","Semáforos","Muy Inseguro","8. Hurtos (atraco, cosquilleo, raponazo)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)","Hurto a establecimientos comerciales","Feminicidio (Asesinato de mujeres)","Si","Si",NA,NA,NA,NA,NA,NA,NA,"Experiencia personal","Si","Si","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atraco","No","No","No","No","No","Sí","Arma blanca (cuchillo, navaja)","Otro","No","No","No","No","No","No","Sí","NADA NO ME DEJE ROBAR","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No tuve relación","No",NA,"Aumentar el pie de fuerza de
la policía","Acabar con la corrupción en
la policía","1. Muy Malo","1. Muy Malo","1. Muy Malo","1. Muy Malo","1. Muy Malo","3. Regular","Si sabe",NA,"No","No","Si","De vez en cuando en el mes",NA,NA,NA,NA,NA,NA,"No",NA,NA,"Si",NA,NA
"o   020SEG_Percepción_y_Victimización_en_Bogotá",3234,NA,"De 26 a 35 años",NA,33,"Jefe(a)","Empleado","Masculino","Ha Aumentado","Seguro","1","Puentes peatonales","Seguro",NA,"Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)","Venta de drogas","Homicidio","No","Si",NA,NA,NA,NA,NA,NA,NA,"Noticieros de televisión","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Si","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No tuve relación","No",NA,"Mejorar la justicia","Aumentar la inversión social","3. Ni bueno ni malo","4. Bueno","2. Malo","2. Malo","3. Ni bueno ni malo","4. Bueno","No Sabe",NA,NA,NA,NA,"Todos los días",NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA
"o   020SEG_Percepción_y_Victimización_en_Bogotá",3235,NA,"De 26 a 35 años",NA,34,"Otros parientes","Independiente","Masculino","Ha Aumentado","Seguro","1","Paraderos","Muy Inseguro","2. Presencia de personas vulnerables en el sistema (habitantes de calle, vendedores informales)","Venta de drogas","Hurto a residencias","Feminicidio (Asesinato de mujeres)","Si","No","6. Por la escasez de policía","Si","Si","No","Si","No","Si","Experiencia personal","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Si","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No tuve relación","No",NA,"Acabar con la corrupción en
la policía","Mejorar la justicia","4. Bueno","3. Ni bueno ni malo","1. Muy Malo","2. Malo","1. Muy Malo","3. Regular","No Sabe",NA,NA,NA,NA,"De vez en cuando en el mes",NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA
"o   020SEG_Percepción_y_Victimización_en_Bogotá",3236,NA,"Más de 55 años",NA,68,"Jefe(a)","Independiente","Masculino","Sigue Igual","Inseguro","1","Puentes peatonales","Inseguro","6. Capacidad de respuesta de las autoridades (dificultades para denunciar y escasa presencia institucional)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)","Hurto a establecimientos comerciales","Vandalismo ","Si","No","4. Por la corrupción","Si","No Aplica","Si","No","Si","Si","Noticieros de televisión","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Regular","No",NA,"Acabar con la corrupción en
la policía","Aumentar el pie de fuerza de
la policía","3. Ni bueno ni malo","2. Malo","2. Malo","3. Ni bueno ni malo","3. Ni bueno ni malo","3. Regular","No Sabe",NA,NA,NA,NA,"De vez en cuando en el mes",NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA
"o   020SEG_Percepción_y_Victimización_en_Bogotá",3237,NA,"De 18 a 25 años",NA,25,"Jefe(a)","Independiente","Masculino","Ha Aumentado","Inseguro","1","Paraderos","Inseguro","8. Hurtos (atraco, cosquilleo, raponazo)","Amenazas","Lesiones personales","Violencia Intrafamiliar","Si","Si",NA,NA,NA,NA,NA,NA,NA,"Redes sociales (Twiter, Facebook, Grupos de Whatsapp)","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Si","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No tuve relación","No",NA,"Acabar con la corrupción en
la policía","Mejorar la justicia","3. Ni bueno ni malo","5. Muy bueno","3. Ni bueno ni malo","4. Bueno","3. Ni bueno ni malo","3. Regular","Si sabe",NA,"Si","Si","No","De vez en cuando en el mes","3 Ni bueno ni malo","3 Ni bueno ni malo","4 Buena","2 Mala","3 Ni bueno ni malo","3 Ni bueno ni malo","No",NA,NA,"No",NA,NA
"o   020SEG_Percepción_y_Victimización_en_Bogotá",3238,NA,"De 36 a 45 años",NA,40,"Esposo(a) o compañero(a)","Empleado","Masculino","Ha disminuido","Seguro","1","Ciclo Rutas","Inseguro","8. Hurtos (atraco, cosquilleo, raponazo)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)","Homicidio","Hurto a establecimientos comerciales","Si","Si",NA,NA,NA,NA,NA,NA,NA,"Experiencia personal","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Si","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bueno","Si","4. Buena","Acabar con la corrupción en
la policía","Mejorar la justicia","2. Malo","2. Malo","3. Ni bueno ni malo","3. Ni bueno ni malo","3. Ni bueno ni malo","3. Regular","No Sabe",NA,NA,NA,NA,"Algunos días de la semana",NA,NA,NA,NA,NA,NA,"No",NA,NA,"Si",NA,NA
"o   020SEG_Percepción_y_Victimización_en_Bogotá",3239,NA,"De 36 a 45 años",NA,43,"Jefe(a)","Empleado","Masculino","Ha Aumentado","Inseguro","1","Ciclo Rutas","Inseguro","1. Operacionalidad del sistema (aglomeraciones, frecuencias horarios)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)","Homicidio","Feminicidio (Asesinato de mujeres)","Si","No","4. Por la corrupción","Si","Si","Si","No Aplica","No Aplica","Si","Noticieros de televisión","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No tuve relación","No",NA,"Mejorar la justicia","Construir más cárceles","1. Muy Malo","2. Malo","1. Muy Malo","3. Ni bueno ni malo","1. Muy Malo","3. Regular","No Sabe",NA,NA,NA,NA,"Todos los días",NA,NA,NA,NA,NA,NA,"No",NA,NA,"No",NA,NA
"o   020SEG_Percepción_y_Victimización_en_Bogotá",3240,NA,"De 26 a 35 años",NA,29,"Hijo(a) o Hijastro(a)","Estudiante","Femenino","Sigue Igual","Seguro","0","Paraderos","Ni seguro ni inseguro",NA,"Violencia Sexual","Hurto a personas (Atraco,
cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)","Hurto a residencias","No","Si",NA,NA,NA,NA,NA,NA,NA,"Experiencia personal","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No tuve relación","No",NA,"Acabar con la corrupción en
la policía","Aumentar la inversión social","3. Ni bueno ni malo","2. Malo","3. Ni bueno ni malo","4. Bueno","1. Muy Malo","3. Regular","No Sabe",NA,NA,NA,NA,"De vez en cuando en el mes",NA,NA,NA,NA,NA,NA,"No",NA,NA,"Si",NA,NA
"o   020SEG_Percepción_y_Victimización_en_Bogotá",3241,NA,"De 26 a 35 años",NA,26,"Hijo(a) o Hijastro(a)","Empleado","Femenino","Ha Aumentado","Inseguro","1","Ciclo Rutas","Inseguro","9. Exposición a miradas obscenas, piropos y manoseos (acoso sexual)","Homicidio","Violencia contra la mujer (física, psicológica o económica)","Desplazamiento forzado","Si","No","5. Por el abuso de autoridad","Si","Si","Si","No Aplica","Si","Si","Experiencia personal","Si","Si","No","Si","No","No","Si","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atraco","No","No","No","No","No","Sí","Arma blanca (cuchillo, navaja)","Dinero","No","No","Sí","No","No","No","No",NA,"Si","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No tuve relación","No",NA,"Acabar con la corrupción en
la policía","Generar políticas de reactivación económica","2. Malo","1. Muy Malo","1. Muy Malo","3. Ni bueno ni malo","2. Malo","1. Pésimo","No Sabe",NA,NA,NA,NA,"De vez en cuando en el mes",NA,NA,NA,NA,NA,NA,"No",NA,NA,"Si",NA,NA
